order_item_id,order_id,product_id,quantity,unit_price,discount,line_total,_ingested_at,_source_file,rejection_reason_code,quarantined_at
100627,50329,999999,1,8679.99,0.0,8679.99,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
100689,50359,999999,2,1529.96,0.0,3059.92,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
100969,50502,999999,4,19511.62,0.0,78046.48,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
101235,50633,999999,1,10564.67,0.0,10564.67,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
101508,50762,999999,2,3178.53,953.56,5403.5,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
101521,50769,999999,1,1928.47,385.69,1542.78,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
101941,50965,999999,4,4052.55,0.0,16210.2,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
101942,50966,999999,1,2848.64,0.0,2848.64,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
102313,51166,999999,2,789.84,0.0,1579.68,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
102361,51194,999999,3,52070.35,0.0,156211.05,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
102418,51231,999999,1,13403.12,1340.31,12062.81,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
102586,51322,999999,3,1027.18,308.15,2773.39,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
102594,51327,999999,3,1952.95,0.0,5858.85,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
102745,51404,999999,1,1549.27,309.85,1239.42,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
103859,52011,999999,5,1572.44,0.0,7862.2,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
103986,52083,999999,1,1464.52,219.68,1244.84,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
104340,52274,999999,1,1538.94,0.0,1538.94,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
104348,52277,999999,5,12464.61,3116.15,59206.9,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
104433,52320,999999,1,4697.25,704.59,3992.66,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
104557,52386,999999,5,53184.3,0.0,265921.5,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
104988,52613,999999,1,4224.46,844.89,3379.57,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
105041,52640,999999,1,8547.45,427.37,8120.08,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
105158,52704,999999,1,2444.38,0.0,2444.38,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
105213,52732,999999,3,1072.51,160.88,3056.65,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
105246,52749,999999,1,3458.42,0.0,3458.42,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
105258,52754,999999,2,3094.44,0.0,6188.88,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
105345,52796,999999,3,2182.5,0.0,6547.5,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
105526,52895,999999,1,1621.03,0.0,1621.03,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
105706,52997,999999,4,8956.47,3582.59,32243.29,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
105739,53011,999999,2,4663.96,466.4,8861.52,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
105828,53054,999999,1,1544.2,0.0,1544.2,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
105876,53081,999999,1,2866.68,0.0,2866.68,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
105936,53114,999999,2,2182.5,218.25,4146.75,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
106168,53239,999999,2,3195.12,0.0,6390.24,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
106224,53270,999999,2,3894.05,0.0,7788.1,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
106581,53466,999999,1,2913.46,0.0,2913.46,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
107045,53717,999999,1,1014.21,0.0,1014.21,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
107507,53947,999999,1,20779.83,0.0,20779.83,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
107865,54134,999999,1,4179.57,417.96,3761.61,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
108495,54475,999999,1,10087.23,1008.72,9078.51,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
108656,54561,999999,1,5536.05,0.0,5536.05,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
108682,54576,999999,1,2410.25,0.0,2410.25,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
108890,54699,999999,1,9716.04,971.6,8744.44,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
109370,54948,999999,1,6954.59,1390.92,5563.67,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
109613,55088,999999,1,639.94,0.0,639.94,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
109620,55093,999999,2,2045.17,0.0,4090.34,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
110228,55410,999999,1,49708.39,0.0,49708.39,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
110295,55446,999999,1,1549.27,0.0,1549.27,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
110312,55455,999999,2,340.96,0.0,681.92,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
110564,55588,999999,1,6247.75,312.39,5935.36,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
110701,55663,999999,2,843.93,0.0,1687.86,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
110762,55693,999999,3,10564.67,4754.1,26939.91,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
110796,55709,999999,4,1638.13,0.0,6552.52,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
110909,55772,999999,2,3029.17,302.92,5755.42,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
111395,56016,999999,1,799.38,0.0,799.38,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
111400,56020,999999,2,8241.9,0.0,16483.8,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
111755,56207,999999,3,4916.7,0.0,14750.1,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
111938,56303,999999,1,20227.2,0.0,20227.2,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
112026,56349,999999,1,2848.64,427.3,2421.34,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
112338,56522,999999,1,4097.78,819.56,3278.22,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
112850,56793,999999,2,45926.26,13777.88,78074.64,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
113284,57023,999999,1,378.22,37.82,340.4,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
113633,57201,999999,3,26722.13,8016.64,72149.75,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
113731,57257,999999,1,17143.84,0.0,17143.84,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
113795,57289,999999,2,932.03,0.0,1864.06,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
114187,57496,999999,1,5737.23,0.0,5737.23,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
114487,57648,999999,1,2503.07,250.31,2252.76,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
114711,57778,999999,1,1349.28,0.0,1349.28,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
114871,57866,999999,3,8547.45,1282.12,24360.23,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
114897,57880,999999,1,1965.04,196.5,1768.54,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
114905,57885,999999,1,4381.84,0.0,4381.84,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
114972,57922,999999,1,1192.44,178.87,1013.57,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
115566,58230,999999,2,3359.37,0.0,6718.74,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
115778,58348,999999,2,12268.23,4907.29,19629.17,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
115782,58350,999999,1,368.81,36.88,331.93,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
116212,58576,999999,1,2306.79,0.0,2306.79,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
116252,58598,999999,1,529.36,0.0,529.36,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
116308,58628,999999,1,4916.7,245.84,4670.86,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
116550,58734,999999,3,36134.01,16260.3,92141.73,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
116669,58795,999999,1,14624.34,1462.43,13161.91,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
116876,58910,999999,1,319.28,0.0,0.01,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
116988,58962,999999,3,639.09,383.45,1533.82,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
117095,59015,999999,1,3475.29,173.76,3301.53,2026-09-02 23:22:46.485392,order_items.csv,ERR_ORPHAN_PRODUCT_KEY,2026-09-02 23:28:07.281729+05:30
